epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7654.02,1.13772,6.23765,1.4654,0.0005,0.00443,0.00029,0.00026,0.77747,6.392,1.24933,3.33111e-06,3.33111e-06,3.33111e-06
